,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
9640,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,SABRE,15126,2017,12/19/2016 8:20
9641,Dog Individual Neutered Male,BORD COLLIE MIX,TAN,BEHRINGER,15227,2017,12/14/2016 9:07
9642,Dog Individual Neutered Male,GER SHEPHERD MIX,WHITE/BLACK/BROWN,JACOB,15108,2017,1/5/2017 16:35
9643,Dog Individual Spayed Female,SIB HUSKY MIX,GREY,SOCO,15227,2017,12/14/2016 9:07
9644,Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,WHITE,SNOWBALL,15110,2017,1/6/2017 15:17
9645,Dog Senior Citizen or Disability Male,BEAGLE,WHITE/BLACK/BROWN,AXL ROSE,15102,2017,1/23/2017 10:52
9646,Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,AXL ROSE,15102,2017,1/23/2017 10:52
9647,Dog Individual Neutered Male,GOLDEN RETRIEV MIX,WHITE,BOWIE,15202,2017,2/15/2017 8:41
9648,Dog Individual Male,DUNKER,BLACK/BROWN,DUKE,15126,2017,1/3/2017 8:52
9649,Dog Senior Citizen or Disability Male,DUNKER,BLACK/BROWN,DUKE,15126,2017,1/3/2017 8:52
9650,Dog Senior Citizen or Disability Spayed Female,POODLE TOY,APRICOT,ANGEL,15108,2017,12/15/2016 16:07
9651,Dog Individual Neutered Male,TERRIER MIX,BLACK/BROWN,REX,15106,2017,12/6/2016 16:08
9652,Dog Individual Male,LAB MIX,WHITE/BLACK,HURLEY,15122,2017,3/3/2017 14:14
9653,Dog Individual Neutered Male,SCOTTISH TERRIER,BLACK,BAILEY,15129,2017,12/9/2016 12:50
9654,Dog Individual Spayed Female,LHASA APSO MIX,WHITE/GREY,ANNABEL,15135,2017,12/14/2016 13:54
9655,Dog Individual Female,LABRADOR RETRIEVER,BROWN,SIDNEY,15133,2017,3/15/2017 15:49
9656,Dog Individual Male,LABRADOR RETRIEVER,BROWN,GENO GUERRA,15133,2017,3/15/2017 15:49
9657,Dog Individual Neutered Male,GOLDEN RETRIEVER,YELLOW,MURPHY,15209,2017,12/12/2016 15:33
9658,Dog Individual Spayed Female,BASSET HOUND,SPOTTED,COPPER,15065,2017,12/8/2016 13:00
9659,Dog Individual Spayed Female,BEAGLE MIX,WHITE/TAN,TINY,15147,2017,3/17/2017 15:48
9660,Dog Senior Citizen or Disability Male,CHIHUAHUA,BLONDE,ANGEL-BLONDI,15112,2017,2/23/2017 11:48
9661,Dog Senior Citizen or Disability Male,CHIHUAHUA,GOLD,SNOOKUMS,15112,2017,2/23/2017 11:48
9662,Dog Senior Citizen or Disability Male,CHIHUAHUA,BRINDLE,CUPCAKE,15112,2017,2/23/2017 11:48
9663,Dog Individual Neutered Male,GR SWISS MTN DOG,WHITE/BLACK/BROWN,DILLON,15144,2017,12/14/2016 9:27
9664,Dog Individual Neutered Male,YORKSHIRE TERR MIX,BROWN,JASPER,15235,2017,2/8/2017 14:10
9665,Dog Individual Neutered Male,MIN PINSCHER,BROWN,REESE,15045,2017,2/28/2017 16:01
9666,Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,HEIDI,15025,2017,12/12/2016 9:35
9667,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/TAN,NELLY,15091,2017,1/6/2017 14:12
9668,Dog Individual Spayed Female,GER SHEPHERD MIX,BEIGE,MADDIE,15120,2017,3/21/2017 15:04
9669,Dog Senior Citizen or Disability Neutered Male,AM ESKIMO DOG,WHITE,ZANE,15122,2017,1/25/2017 16:23
9670,Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK/BROWN,PILOT,15102,2017,12/13/2016 8:34
9671,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,HUNTER,15108,2017,2/9/2017 12:54
9672,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,MAX,15122,2017,12/20/2016 10:08
9673,Dog Individual Spayed Female,MIXED,BROWN,MOXIE,15235,2017,1/4/2017 15:56
9674,Dog Senior Citizen or Disability Female,PUG,FAWN,MALIA,15084,2017,2/28/2017 8:44
9675,Dog Senior Citizen or Disability Male,PUG,FAWN,SUKI,15084,2017,2/28/2017 8:44
9676,Dog Individual Neutered Male,CHIHUAHUA,WHITE/BLACK/BROWN,COCO,15131,2017,2/7/2017 8:54
9677,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/TAN,TRUDY,15234,2017,1/6/2017 15:17
9678,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,SHILO,15084,2017,1/30/2017 8:34
9679,Dog Individual Spayed Female,CHIHUAHUA,BLACK/BROWN,LUCY,15106,2017,12/15/2016 8:37
9680,Dog Individual Male,HOUND MIX,WHITE/TAN,SNYDER,15044,2017,2/28/2017 16:01
9681,Dog Individual Neutered Male,LAB MIX,WHITE/TAN,JONAH,15122,2017,1/10/2017 15:54
9682,Dog Individual Female,MIXED,WHITE,DIXIE,15102,2017,12/12/2016 16:17
9683,Dog Individual Male,CANE CORSO,BLACK,MANNY,15131,2017,1/13/2017 15:02
9684,Dog Senior Citizen or Disability Neutered Male,AM STAFF TERRIER,BLUE,TUCKER,15143,2017,1/4/2017 8:38
9685,Dog Senior Citizen or Disability Spayed Female,COCKAPOO,APRICOT,LUCY,15237,2017,12/8/2016 16:23
9686,Dog Individual Female,AM PIT BULL TERRIER,BRINDLE,TYGER,15146,2017,2/15/2017 8:41
9687,Dog Individual Spayed Female,AM PIT BULL TERRIER,RED,AVA,15209,2017,2/14/2017 14:50
9688,Dog Individual Spayed Female,DACHSHUND,BROWN,LUCY LU,15108,2017,2/23/2017 11:00
9689,Dog Individual Neutered Male,AM PIT BULL TERRIER,RED,SHADOW,15209,2017,2/14/2017 14:50
9690,Dog Individual Neutered Male,AUS SHEPHERD,BLACK WITH WHITE,TYBEE,15143,2017,3/14/2017 16:06
9691,Dog Individual Spayed Female,LAB MIX,BLACK,GRACIE,15108,2017,2/28/2017 16:02
9692,Dog Individual Neutered Male,BOXER MIX,BROWN,FREDDIE,15017,2017,2/6/2017 14:51
9693,Dog Individual Spayed Female,AUS SHEPHERD,WHITE/BLACK,SHELIA,15068,2017,3/2/2017 8:37
9694,Dog Individual Neutered Male,FRENCH BULLDOG,WHITE/TAN,CHACHI,15057,2017,12/29/2016 8:43
9695,Dog Individual Female,LABRADOR RETRIEVER,YELLOW,PEANUT,15137,2017,3/14/2017 8:32
9696,Dog Individual Male,LABRADOR RETRIEVER,BLACK,BANDIT,15137,2017,3/14/2017 8:32
9697,Dog Individual Neutered Male,SHIH TZU MIX,WHITE/BLACK/BROWN,CHARLIE,15108,2017,1/24/2017 13:30
9698,Dog Individual Spayed Female,BLOODHOUND,TAN,GEORGIA,15116,2017,3/22/2017 8:38
9699,Dog Individual Male,SIB HUSKY,WHITE/BLACK,WYATT,15238,2017,1/9/2017 14:20
9700,Dog Individual Neutered Male,COCKER SPANIEL,BROWN,KODA,15108,2017,12/9/2016 8:58
9701,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,COOPER,15116,2017,1/9/2017 11:07
9702,Dog Individual Spayed Female,BERNESE MTN DOG,MULTI,FAYE WOODS,15202,2017,1/6/2017 8:41
9703,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,BLONDE,WILCIM,15044,2017,12/12/2016 11:09
9704,Dog Individual Neutered Male,MIXED,BLACK,BUDDY,15101,2017,1/12/2017 14:15
9705,Dog Individual Spayed Female,BORD COLLIE,WHITE/BLACK,MAYA,15243,2017,2/3/2017 16:13
9706,Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,WHITE/BROWN,ABBIGAIL,15202,2017,3/21/2017 12:29
9707,Dog Senior Citizen or Disability Male,CHIHUAHUA,WHITE/TAN,FRED,15202,2017,3/21/2017 12:29
9708,Dog Individual Neutered Male,TERRIER MIX,WHITE/TAN,BOSSY COOKIE,15104,2017,3/14/2017 8:32
9709,Dog Individual Neutered Male,LABRADOODLE,BLACK,BENJI,15108,2017,12/13/2016 16:03
9710,Dog Individual Spayed Female,LAB MIX,BLACK,BELLA,15102,2017,12/1/2016 13:49
9711,Dog Individual Neutered Male,YORKSHIRE TERR MIX,BLACK,SCRUFFY,15147,2017,2/16/2017 10:15
9712,Dog Individual Male,MALTESE,WHITE,TONY,15084,2017,12/19/2016 15:40
9713,Dog Individual Neutered Male,BASSET HOUND,BLACK/TAN/WHITE,BUSTER,15143,2017,1/6/2017 15:18
9714,Dog Individual Neutered Male,BOXER MIX,BROWN,DUKE,15146,2017,1/12/2017 16:34
9715,Dog Senior Citizen or Disability Male,LABRADOR RETRIEVER,WHITE/BROWN,KOKO,15084,2017,3/9/2017 12:58
9716,Dog Individual Neutered Male,MIXED,BRINDLE,RUFUS,15136,2017,1/6/2017 9:07
9717,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK,NETTLE,15143,2017,1/18/2017 16:11
9718,Dog Senior Citizen or Disability Female,POMERANIAN,BROWN,LILLY,15106,2017,3/7/2017 8:41
9719,Dog Senior Citizen or Disability Female,POMERANIAN,BROWN,LILLY,15106,2017,3/7/2017 8:41
9720,Dog Individual Spayed Female,JACK RUSSEL TERRIER,BROWN,STELLA,15044,2017,2/6/2017 16:20
9721,Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,MAX,15122,2017,11/30/2016 12:54
9722,Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,WHITE/BLACK/BROWN,DAYNA,15044,2017,2/15/2017 15:55
9723,Dog Senior Citizen or Disability Male,YORKSHIRE TERRIER,BLACK,SCHMEG,15106,2017,2/6/2017 12:09
9724,Dog Senior Citizen or Disability Neutered Male,BOXER,BROWN,KONA,15044,2017,2/3/2017 16:13
9725,Dog Senior Citizen or Disability Neutered Male,DACHSHUND,BLACK,FRANKIE,15145,2017,3/20/2017 13:35
9726,Dog Individual Spayed Female,BOXER,TRI-COLOR,LIA,15116,2017,2/23/2017 16:27
9727,Dog Individual Male,SHIH TZU,BLACK,FU,15235,2017,12/22/2016 11:01
9728,Dog Senior Citizen or Disability Spayed Female,TAG,WHITE/BLACK,ANNIE,15090,2017,1/4/2017 8:38
9729,Dog Individual Male,LABRADOR RETRIEVER,BLACK,MONTY,15044,2017,1/24/2017 10:13
9730,Dog Individual Neutered Male,GREYHOUND,WHITE/RED,SUNDANCE,15227,2017,12/6/2016 13:03
9731,Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,OLIVE,15102,2017,1/11/2017 14:39
9732,Dog Individual Spayed Female,GER SHEPHERD,BLACK,LILLIAN VON LEERBURG,15101,2017,12/29/2016 15:14
9733,Dog Senior Citizen or Disability Neutered Male,LAB MIX,WHITE/BROWN,MARLEY,15101,2017,1/6/2017 14:43
9734,Dog Senior Citizen or Disability Spayed Female,HOUND MIX,FAWN,STELLA,15139,2017,12/9/2016 8:58
9735,Dog Individual Neutered Male,MIXED,WHITE,WINSTON,15143,2017,1/11/2017 14:29
9736,Dog Individual Neutered Male,BICHON FRISE,WHITE,CROSBY,15236,2017,1/13/2017 15:02
9737,Dog Individual Neutered Male,CHIHUAHUA MIX,WHITE/TAN,SIMBA,15237,2017,1/12/2017 14:57
9738,Dog Individual Spayed Female,LAB MIX,BLACK,ECHO,15220,2017,12/19/2016 8:20
9739,Dog Individual Spayed Female,TERRIER MIX,BLACK,ABBY,15108,2017,12/15/2016 16:07
9740,Dog Individual Female,LAB MIX,BLACK,COCO,15065,2017,1/4/2017 14:13
9741,Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/GREY,BUDDY,15122,2017,1/31/2017 8:46
9742,Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/BRINDLE,WILLOW,15241,2017,12/29/2016 12:55
9743,Dog Individual Female,MIN PINSCHER,OTHER,CHARLIE,15110,2017,3/1/2017 16:24
9744,Dog Individual Spayed Female,POMERANIAN,CREAM,BAILEY,15037,2017,12/15/2016 11:27
9745,Dog Individual Spayed Female,MIXED,BLACK/BROWN,WINNIE,15122,2017,2/21/2017 15:47
9746,Dog Individual Neutered Male,BEAGLE,TRI-COLOR,CROSBY,15044,2017,1/23/2017 8:42
9747,Dog Individual Male,BEAGLE,TRI-COLOR,CROSBY,15044,2017,1/23/2017 8:42
9748,Dog Individual Neutered Male,GREAT DANE MIX,BLACK,WILLIE,15025,2017,1/13/2017 10:53
9749,Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA MIX,BLACK,SPARKIE,15239,2017,12/30/2016 8:29
9750,Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,CANDI,15146,2017,12/19/2016 15:28
9751,Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,BRUTUS,15144,2017,3/6/2017 16:28
9752,Dog Senior Citizen or Disability Neutered Male,BEAGLE,WHITE/BLACK/BROWN,CHARLIE,15235,2017,12/29/2016 15:33
9753,Dog Individual Spayed Female,POODLE MIX,BEIGE,DELILAH,15238,2017,12/28/2016 16:31
9754,Dog Senior Citizen or Disability Spayed Female,POODLE MIX,BEIGE,DELILAH,15238,2017,12/28/2016 16:31
9755,Dog Individual Spayed Female,PUGGLE,TAN,CHOLE,15216,2017,2/2/2017 12:17
9756,Dog Individual Male,GER SHEPHERD,BLACK,KODA,15102,2017,12/28/2016 15:34
9757,Dog Individual Male,GER SHEPHERD,BLACK,KUMA,15102,2017,12/28/2016 15:34
9758,Dog Individual Neutered Male,BOXER MIX,BLACK,RALLEY,15147,2017,1/25/2017 13:23
9759,Dog Individual Spayed Female,COCKER SPANIEL,BLACK,GRACIE,15006,2017,1/18/2017 16:11
9760,Dog Individual Male,VIZSLA,BROWN,DUKE,15143,2017,1/18/2017 16:11
9761,Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,FLEURY CHASE,15035,2017,2/3/2017 10:09
9762,Dog Individual Spayed Female,SHIH TZU MIX,WHITE/TAN,CHLOE,15017,2017,2/8/2017 14:10
9763,Dog Individual Male,BEAGLE,SPOTTED,BENJI ADAMS,15063,2017,12/15/2016 8:37
9764,Dog Individual Neutered Male,MIN PINSCHER,RED,HANK,15236,2017,1/23/2017 10:52
9765,Dog Individual Neutered Male,BOXER,WHITE/BROWN,TYSON,15237,2017,12/16/2016 16:25
9766,Dog Individual Neutered Male,BEAGLE,MULTI,HUNTER,15102,2017,1/13/2017 12:48
9767,Dog Individual Neutered Male,FOX TERRIER SMOOTH,OTHER,TIGER,15056,2017,12/8/2016 16:26
9768,Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,OTHER,BEAU,15017,2017,12/21/2016 15:31
9769,Dog Individual Spayed Female,GREAT PYRENEES,TAN,CALLIE,15071,2017,1/13/2017 12:49
9770,Dog Senior Citizen or Disability Spayed Female,POMERANIAN,RED,SCAMPI,15101,2017,11/30/2016 16:02
9771,Dog Senior Citizen or Disability Spayed Female,GREAT DANE,BLACK,JASMINE,15137,2017,2/27/2017 16:26
9772,Dog Individual Spayed Female,AM PIT BULL TERRIER,BRINDLE,DAISY,15205,2017,1/4/2017 9:01
9773,Dog Individual Neutered Male,AM PIT BULL TERRIER,BROWN,HANK,15205,2017,1/4/2017 9:01
9774,Dog Individual Spayed Female,TAG,TAN,DAPHNE,15239,2017,1/17/2017 9:11
9775,Dog Individual Female,MIXED,BROWN,KAYVA,15202,2017,1/4/2017 13:19
9776,Dog Individual Male,POODLE MIX,WHITE,BUDDY,15136,2017,12/8/2016 16:23
9777,Dog Senior Citizen or Disability Male,POODLE MIX,WHITE,BUDDY,15136,2017,12/8/2016 16:23
9778,Dog Individual Spayed Female,DOBERMAN MIX,BROWN,SCARLETT,15122,2017,12/19/2016 15:40
9779,Dog Individual Male,BICHON FRISE,WHITE,BEAR,15110,2017,2/2/2017 9:43
9780,Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,GOLD,AVI,15120,2017,12/8/2016 16:23
9781,Dog Individual Neutered Male,BOSTON TERRIER,BLACK/BRINDLE,BANDIT,15234,2017,12/12/2016 8:53
9782,Dog Individual Neutered Male,GOLDEN RETRIEVER,YELLOW,FRISCO,15044,2017,1/9/2017 14:20
9783,Dog Individual Spayed Female,LAB MIX,BLACK,ALLIE,15132,2017,12/14/2016 12:23
9784,Dog Individual Neutered Male,SHIH TZU,WHITE/GREY,TAZ,15202,2017,12/21/2016 8:35
9785,Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,MARIO,15108,2017,12/9/2016 9:00
9786,Dog Individual Spayed Female,ENG POINTER,WHITE/BROWN,MOLLY,15133,2017,3/21/2017 15:40
9787,Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/TAN,ROSIE,15017,2017,3/7/2017 9:05
9788,Dog Individual Neutered Male,GREYHOUND,BRINDLE,ZIPPY,15147,2017,2/23/2017 11:00
9789,Dog Senior Citizen or Disability Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,NAVY,15143,2017,1/4/2017 10:10
9790,Dog Individual Neutered Male,LAB MIX,BLACK,HUNTER,15101,2017,2/28/2017 16:01
9791,Dog Individual Neutered Male,BISHON FRISE MIX,WHITE,TOBI,15044,2017,12/20/2016 15:39
9792,Dog Individual Neutered Male,MALTI-POO,WHITE/TAN,MILO,15122,2017,1/9/2017 14:20
9793,Dog Individual Neutered Male,TAG,BLACK,ZORRO,15131,2017,12/16/2016 16:25
9794,Dog Individual Spayed Female,BEAGLE,BROWN,PENNY,15131,2017,12/16/2016 16:25
9795,Dog Individual Neutered Male,BISHON FRISE MIX,SPOTTED,SPARKY,15234,2017,3/27/2017 9:13
9796,Dog Individual Spayed Female,AM STAFF TERRIER,WHITE/BROWN,SASHA,15147,2017,12/6/2016 16:07
9797,Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,SHEBA,15220,2017,1/20/2017 13:33
9798,Dog Individual Spayed Female,KOOIKERHONDJE,WHITE,ZUSJE,15143,2017,2/3/2017 8:37
9799,Dog Individual Spayed Female,NEWFOUNDLAND,BLACK,LUNA,15122,2017,1/12/2017 16:34
9800,Dog Individual Neutered Male,FRENCH BULLDOG,BRINDLE,WALTER,15227,2017,12/9/2016 15:36
9801,Dog Individual Neutered Male,LAB MIX,BROWN,KIKO,15120,2017,3/14/2017 8:49
9802,Dog Individual Spayed Female,MIXED,WHITE/RED,ZOEY,15017,2017,3/22/2017 8:38
9803,Dog Individual Neutered Male,SHETLAND SHEEPDOG,BLACK,INTEL,15235,2017,1/5/2017 15:51
9804,Dog Senior Citizen or Disability Female,POINTER,WHITE/BLACK,SPOT,15088,2017,2/15/2017 15:55
9805,Dog Individual Neutered Male,ENG BULLDOG,WHITE/BROWN,DEACON,15239,2017,12/8/2016 13:00
9806,Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,FRANKIE,15024,2017,12/20/2016 15:39
9807,Dog Individual Spayed Female,LAB MIX,BROWN,TERRA,15071,2017,2/17/2017 9:03
9808,Dog Individual Male,CHIHUAHUA,BLACK,SID,15136,2017,2/28/2017 16:02
9809,Dog Individual Spayed Female,POMERANIAN MIX,BLACK,ARIES,15110,2017,1/17/2017 14:21
9810,Dog Individual Neutered Male,SHIH TZU,WHITE/BROWN,CHOCOLATE,15227,2017,12/29/2016 15:14
9811,Dog Individual Spayed Female,SHIH TZU,WHITE/TAN,VANILLA,15227,2017,12/29/2016 15:14
9812,Dog Individual Neutered Male,BEAGLE MIX,BRINDLE,JUBA,15238,2017,12/14/2016 12:40
9813,Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,LILY,15122,2017,12/14/2016 8:40
9814,Dog Individual Spayed Female,LAB MIX,BLACK,LILY,15122,2017,12/6/2016 16:08
9815,Dog Individual Neutered Male,LAB MIX,BLACK,MAXIMUS,15238,2017,12/14/2016 12:40
9816,Dog Individual Neutered Male,GER SHEPHERD,SABLE,SAMUS,15065,2017,1/18/2017 10:20
9817,Dog Individual Neutered Male,GER SHEPHERD,BLACK,WOLF,15122,2017,1/27/2017 10:55
9818,Dog Individual Neutered Male,COCKER SPANIEL,WHITE/BLACK,NIBBLES,15146,2017,2/17/2017 9:03
9819,Dog Individual Spayed Female,DACHSHUND,BROWN,MANDY,15146,2017,2/17/2017 9:03
9820,Dog Individual Spayed Female,HOUND MIX,WHITE/BROWN,MARGO,15228,2017,12/14/2016 12:24
9821,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,FAITH,15046,2017,1/9/2017 11:07
9822,Dog Individual Spayed Female,GOLDENDOODLE,WHITE,JUNO,15139,2017,2/17/2017 12:33
9823,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,ZALA,15044,2017,1/11/2017 13:18
9824,Dog Individual Neutered Male,MIN PINSCHER,BLACK,JIBBER,15136,2017,1/9/2017 16:02
9825,Dog Individual Spayed Female,SHIH TZU,BROWN,CUPCAKE,15120,2017,12/14/2016 12:24
9826,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,LADY,15132,2017,12/15/2016 10:16
9827,Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/RED,PENNY,15221,2017,12/1/2016 11:57
9828,Dog Individual Neutered Male,TERRIER MIX,BROWN,SNOOPY,15236,2017,12/14/2016 15:14
9829,Dog Individual Neutered Male,AUS CATTLE DOG,WHITE/BLACK,CLYDE,15046,2017,1/9/2017 16:02
9830,Dog Senior Citizen or Disability Neutered Male,AM PITT BULL MIX,WHITE/BROWN,BUBBA,15122,2017,12/13/2016 10:28
9831,Dog Individual Neutered Male,BOXER MIX,BRINDLE,DUKE,15237,2017,12/12/2016 13:34
9832,Dog Individual Male,BOXER,WHITE/BROWN,MISTER,15014,2017,2/3/2017 16:13
9833,Dog Individual Female,ROTTWEILER,BLACK/BROWN,PRECIOUS,15120,2017,1/9/2017 16:38
9834,Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,MO,15044,2017,1/24/2017 11:58
9835,Dog Individual Neutered Male,PUG,BLACK,CEASAR,15216,2017,1/17/2017 15:35
9836,Dog Individual Spayed Female,CHIHUAHUA,BRINDLE,CHULLA,15137,2017,1/6/2017 11:42
9837,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,MAXX,15044,2017,12/6/2016 16:07
9838,Dog Senior Citizen or Disability Spayed Female,MORKIE,BLACK/TAN,TOOTSIE,15106,2017,2/1/2017 15:03
9839,Dog Senior Citizen or Disability Male,DOBERMAN PINSCHER,BLACK,DIESEL,15133,2017,1/18/2017 16:11
9840,Dog Senior Citizen or Disability Spayed Female,MIN PINSCHER,RED,LUCY,15237,2017,12/12/2016 16:17
9841,Dog Senior Citizen or Disability Neutered Male,POODLE TOY,BLACK,SAMMY,15102,2017,2/9/2017 16:08
9842,Dog Individual Spayed Female,MIXED,WHITE/BROWN,MANDY,15120,2017,3/8/2017 15:57
9843,Dog Senior Citizen or Disability Female,CHIHUAHUA,WHITE/BLACK,GINGER,15136,2017,3/6/2017 15:28
9844,Dog Individual Neutered Male,SCHNAUZER MIN,GREY,CHEVY,15101,2017,12/23/2016 14:47
9845,Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,MAX,15229,2017,3/27/2017 14:47
9847,Dog Individual Female,BEAGLE,WHITE/BLACK/BROWN,HART,15018,2017,2/28/2017 13:52
9848,Dog Individual Neutered Male,WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,PERCY,15108,2017,2/10/2017 16:18
9849,Dog Individual Female,ENGLISH MASTIFF,BRINDLE,SIERRA,15122,2017,2/16/2017 16:23
9850,Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,BELLA,15137,2017,1/12/2017 9:57
9851,Dog Individual Neutered Male,PUGGLE,BROWN,SWISHER,15136,2017,12/29/2016 12:21
9852,Dog Individual Neutered Male,TERRIER MIX,WHITE/BLACK/GREY,JAKE,15071,2017,1/11/2017 11:06
9853,Dog Individual Spayed Female,PLOTT HOUND,WHITE/BLACK/BROWN,CHOPPER,15136,2017,2/23/2017 16:27
9854,Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,CHLOE,15044,2017,12/22/2016 15:36
9855,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,MARLEY,15108,2017,2/21/2017 14:24
9856,Dog Individual Spayed Female,DACHSHUND,BROWN,MEI,15017,2017,12/14/2016 15:43
9857,Dog Senior Citizen or Disability Male,MALTESE,WHITE,DUSTY,15129,2017,1/13/2017 12:48
9858,Dog Senior Citizen or Disability Male,DACHSHUND,BLACK/BROWN,LITTLE BOB,15129,2017,1/13/2017 12:48
9859,Dog Senior Citizen or Disability Neutered Male,POMERANIAN,RED/BROWN,MANNY,15215,2017,1/13/2017 12:48
9860,Dog Senior Citizen or Disability Male,CHIHUAHUA,WHITE/TAN,CHICO,15225,2017,12/14/2016 9:08
9861,Dog Individual Spayed Female,BRITTANY SPANIEL,WHITE/ORANGE,BROOKE,15068,2017,3/6/2017 8:45
9862,Dog Individual Neutered Male,TAG,BLONDE,CHASE,15227,2017,3/3/2017 15:09
9863,Dog Individual Neutered Male,TAG,WHITE/BLACK,LIGHT,15101,2017,12/12/2016 13:34
9864,Dog Individual Spayed Female,TAG,WHITE/BLACK,PETEY,15101,2017,12/12/2016 13:34
9865,Dog Individual Neutered Male,COCKER SPANIEL,BROWN,CODY,15132,2017,1/12/2017 10:27
9866,Dog Individual Neutered Male,MIXED,BROWN,OKAMI,15140,2017,1/18/2017 13:41
9867,Dog Individual Spayed Female,BICHON FRISE,WHITE,ANNA,15237,2017,12/28/2016 11:18
9868,Dog Individual Male,GOLDEN RETRIEVER,TAN,CHICO,15106,2017,3/1/2017 15:42
9869,Dog Individual Spayed Female,GOLDEN RETRIEVER,RED,MISS SCARLETT,15229,2017,12/15/2016 9:58
9870,Dog Individual Female,AM PIT BULL TERRIER,BROWN,MOMMA PARIS,15120,2017,1/17/2017 12:33
9871,Dog Individual Male,AM PIT BULL TERRIER,BLACK,PORK CHOP,15120,2017,1/17/2017 12:33
9872,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,MULTI,DAKOTA,15065,2017,1/24/2017 16:31
9873,Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,BOGEY,15221,2017,1/12/2017 9:36
9874,Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,BOGEY,15221,2017,12/15/2016 16:02
9875,Dog Individual Neutered Male,BOXER,FAWN,DUKE,15237,2017,12/13/2016 10:51
9876,Dog Senior Citizen or Disability Female,MIXED,RED,KC,15223,2017,2/23/2017 11:00
9877,Dog Senior Citizen or Disability Spayed Female,BRUSSELS GRIFFON,RED,BETSY,15223,2017,2/23/2017 11:00
9878,Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/GREY,BEN,15223,2017,2/23/2017 11:00
9879,Dog Senior Citizen or Disability Female,DACHSHUND,BLACK/BROWN,MYA,15223,2017,2/23/2017 11:00
9880,Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,DIXIE,15216,2017,1/6/2017 11:02
9881,Dog Individual Neutered Male,BEAGLE HARRIER,WHITE/BLACK/BROWN,HUNTER,15143,2017,12/30/2016 8:56
9882,Dog Individual Spayed Female,BEAGLE MIX,MULTI,SHEAMY,15126,2017,2/10/2017 16:18
9883,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BUSTER,15221,2017,12/13/2016 10:52
9884,Dog Senior Citizen or Disability Spayed Female,ROTTWEILER,BLACK/BROWN,SHEBA,15202,2017,12/21/2016 12:04
9885,Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/TAN,LILLY,15137,2017,12/2/2016 9:47
